user_id	original_image	face_id	age	gender	x	y	dx	dy	tilt_ang	fiducial_yaw_angle	fiducial_score
30601258@N03	10204632316_ed078f959f_o.jpg	2	(25, 32)	m	696	1109	803	803	-70	0	76
30601258@N03	10346713835_752b765e40_o.jpg	2	(25, 32)	m	126	0	684	604	-85	0	27
30601258@N03	10346713835_752b765e40_o.jpg	5	(25, 32)	f	177	265	516	516	-70	-30	16
30601258@N03	11328991245_7833afd2bb_o.jpg	4	(38, 43)	f	1286	769	631	631	170	0	93
30601258@N03	10424690476_a876b59aa9_o.jpg	4	(38, 43)	f	460	266	440	440	-80	0	75
30601258@N03	11097379695_759d5ab4e6_o.jpg	2	(25, 32)	m	0	0	1003	929	-80	0	29
30601258@N03	8623020082_578acef81b_o.jpg	2	(25, 32)	m	1636	699	1492	1492	185	0	12
30601258@N03	10852609973_88668db35a_o.jpg	2	(25, 32)	m	86	0	680	608	-95	30	73
30601258@N03	11189001964_6013792f59_o.jpg	5	(25, 32)	f	1590	1310	293	293	190	0	98
30601258@N03	11895534236_30ac5632f6_o.jpg	2	(25, 32)	m	280	510	1224	1224	10	0	9
30601258@N03	10424853086_473f9de6d1_o.jpg	2	(25, 32)	m	1459	0	1403	1268	-20	30	107
30601258@N03	10424853086_473f9de6d1_o.jpg	7	(25, 32)	f	1107	243	1020	1020	0	30	105
30601258@N03	10941814306_c91a5486df_o.jpg	2	(25, 32)	m	228	72	992	888	-115	45	38
30601258@N03	10975262085_632142a348_o.jpg	2	(25, 32)	m	298	266	1370	1370	-85	0	70
30601258@N03	10399722336_b56f8d1b32_o.jpg	2	(25, 32)	m	0	0	668	762	-90	0	35
30601258@N03	9710077905_17db964866_o.jpg	2	(25, 32)	m	1125	632	1236	1237	-80	30	107
30601258@N03	10438192163_99313949af_o.jpg	2	(25, 32)	m	539	39	684	685	-10	30	34
30601258@N03	10438192163_99313949af_o.jpg	1	(25, 32)	f	0	153	378	484	0	30	74
30601258@N03	10438192163_99313949af_o.jpg	5	(25, 32)	f	352	198	480	480	-20	15	21
30601258@N03	10902489575_e014501d0f_o.jpg	2	(25, 32)	m	782	964	784	784	-90	0	112
30601258@N03	11562657043_7453f64f0c_o.jpg	11	(25, 32)	m	514	1365	472	472	185	0	154
30601258@N03	11562657043_7453f64f0c_o.jpg	2	(25, 32)	m	1158	1359	466	465	170	0	73
30601258@N03	11562657043_7453f64f0c_o.jpg	5	(25, 32)	f	1552	1254	465	465	175	0	172
30601258@N03	11518818046_2c8153a1a2_o.jpg	5	(25, 32)	f	0	653	1155	1237	-105	0	75
30601258@N03	10571248443_e967cdfbe7_o.jpg	4	(38, 43)	f	412	246	484	484	-10	0	95
30601258@N03	10152791085_cf5f5e6d0e_o.jpg	1	(25, 32)	f	841	1255	784	784	175	0	78
30601258@N03	10152791085_cf5f5e6d0e_o.jpg	2	(25, 32)	m	1300	1289	720	720	180	0	25
30601258@N03	11562527964_543e85c9b3_o.jpg	2	(25, 32)	m	1373	1112	765	765	200	0	64
30601258@N03	10795419904_52781502f2_o.jpg	2	(25, 32)	m	119	75	856	856	-95	0	42
30601258@N03	9505396598_2d1fb84849_o.jpg	9	(25, 32)	m	0	592	1129	1244	-85	0	121
30601258@N03	9162077716_6db65feab7_o.jpg	2	(25, 32)	m	171	52	744	744	-95	0	105
30601258@N03	11438227246_ca5179612c_o.jpg	1	(25, 32)	f	388	557	867	867	-105	30	125
30601258@N03	11562643386_f3c985f1a5_o.jpg	5	(25, 32)	f	1114	1125	714	714	160	30	102
30601258@N03	10399705625_ce0da66dbd_o.jpg	2	(25, 32)	m	16	8	700	701	-100	30	44
30601258@N03	10571246953_3439dec03a_o.jpg	4	(38, 43)	f	451	219	488	488	-10	0	89
30601258@N03	10975420794_09d69e0f66_o.jpg	2	(25, 32)	m	154	165	704	704	-90	15	112
30601258@N03	10943556414_81b47f8275_o.jpg	2	(25, 32)	m	1066	779	937	937	175	0	93
30601258@N03	10943556414_81b47f8275_o.jpg	11	(25, 32)	m	1574	854	816	816	190	0	72
30601258@N03	8694138268_1ea785bbfa_o.jpg	2	(25, 32)	m	452	162	800	798	-95	0	91
30601258@N03	11166878393_a73f2d943e_o.jpg	2	(25, 32)	m	1632	701	599	599	-5	0	118
30601258@N03	11166878393_a73f2d943e_o.jpg	4	(38, 43)	f	2129	1043	523	523	0	30	99
30601258@N03	10795382496_9c7b814f23_o.jpg	2	(25, 32)	m	1131	503	669	670	-5	0	103
30601258@N03	10161428764_dfa171edef_o.jpg	1	(25, 32)	f	423	414	1403	1402	-10	30	7
30601258@N03	10833222936_f785451ef0_o.jpg	2	(25, 32)	m	73	132	744	744	-105	30	102
30601258@N03	10204391734_e6cb61284c_o.jpg	2	(25, 32)	m	295	119	707	708	5	0	65
30601258@N03	10026389145_ff87d84af4_o.jpg	2	(25, 32)	m	87	0	752	608	-90	15	16
30601258@N03	10517980285_eda39fbf66_o.jpg	2	(25, 32)	m	254	43	724	724	5	0	97
30601258@N03	9904150113_056ba5736c_o.jpg	1	(25, 32)	f	169	327	612	613	180	0	79
30601258@N03	11312316413_26bd77cd72_o.jpg	2	(25, 32)	m	73	0	676	647	-85	0	136
30601258@N03	10459234346_e061669245_o.jpg	9	(25, 32)	m	1785	1262	663	663	165	0	73
30601258@N03	11137785775_3225dd75a4_o.jpg	2	(25, 32)	m	199	191	637	636	-90	0	78
30601258@N03	11834024464_b07c96cc91_o.jpg	2	(25, 32)	m	612	492	650	650	-95	0	81
30601258@N03	10823337393_90b2d62010_o.jpg	2	(25, 32)	m	172	91	780	780	-90	0	76
30601258@N03	9350538384_787852a6d5_o.jpg	8	(25, 32)	m	133	578	714	714	-5	0	87
30601258@N03	9350538384_787852a6d5_o.jpg	2	(25, 32)	m	2032	645	631	631	-10	0	77
30601258@N03	9350538384_787852a6d5_o.jpg	12	(25, 32)	m	1469	575	612	612	-5	0	138
30601258@N03	10765499245_d7a74b3d8e_o.jpg	5	(25, 32)	f	326	1149	848	847	170	0	51
30601258@N03	10943691653_5e21152426_o.jpg	11	(25, 32)	m	1512	803	943	943	180	0	94
30601258@N03	10943691653_5e21152426_o.jpg	2	(25, 32)	m	1090	831	886	887	175	0	96
30601258@N03	8720687877_f2f1e1c206_o.jpg	2	(25, 32)	m	518	337	563	564	0	15	8
30601258@N03	9710097659_44bb5a7fa3_o.jpg	2	(25, 32)	m	79	0	813	674	-90	0	44
30601258@N03	9710097659_44bb5a7fa3_o.jpg	5	(25, 32)	f	284	281	696	679	-100	0	50
30601258@N03	10795421174_ce1b5f9e72_o.jpg	2	(25, 32)	m	197	156	768	768	-110	30	88
30601258@N03	10424535564_be2758e140_o.jpg	2	(25, 32)	m	177	104	616	616	-95	0	48
30601258@N03	10424535564_be2758e140_o.jpg	4	(38, 43)	f	543	243	520	521	-90	0	84
30601258@N03	10795491455_307dbb8f9b_o.jpg	4	(38, 43)	f	332	258	452	453	0	-15	14
30601258@N03	11727252755_2e344ec999_o.jpg	2	(25, 32)	m	519	647	1524	1523	-75	-30	68
30601258@N03	10399753016_10ab55ee62_o.jpg	5	(25, 32)	f	532	1466	778	778	-80	0	28
30601258@N03	11409288834_0146f1dc0b_o.jpg	2	(25, 32)	m	332	0	660	551	-70	0	79
30601258@N03	10287437455_88f52ac14b_o.jpg	2	(25, 32)	m	122	258	632	632	-85	15	121
30601258@N03	9350627676_2afd8590b2_o.jpg	7	(25, 32)	f	226	450	664	510	-115	45	13
30601258@N03	10833491703_98e95795e1_o.jpg	2	(25, 32)	m	125	138	669	668	-90	30	60
30601258@N03	10998036455_361fd5bd22_o.jpg	2	(25, 32)	m	627	744	657	656	-95	30	69
30601258@N03	10998036455_361fd5bd22_o.jpg	5	(25, 32)	f	736	1074	618	618	-110	45	43
30601258@N03	11518656244_a2dcecd805_o.jpg	2	(25, 32)	m	41	0	976	951	-90	0	71
30601258@N03	11644858204_eec62964bf_o.jpg	5	(25, 32)	f	406	664	1122	1122	-115	30	132
30601258@N03	9347707363_0cea5214ff_o.jpg	7	(25, 32)	f	1528	572	886	886	-10	0	53
30601258@N03	8721806934_ab5f1ec04c_o.jpg	2	(25, 32)	m	806	342	1575	1575	-85	45	61
30601258@N03	11705828524_03caa6c717_o.jpg	2	(25, 32)	m	145	20	829	828	-95	15	10
30601258@N03	11227343606_b8cf727dcf_o.jpg	2	(25, 32)	m	90	139	704	704	-90	0	27
30601258@N03	9921319425_5360afc6f3_o.jpg	5	(25, 32)	f	1136	415	1141	1142	-15	0	101
30601258@N03	9921319425_5360afc6f3_o.jpg	1	(25, 32)	f	479	502	1033	1032	15	-30	80
30601258@N03	11431646254_d1386c8d4a_o.jpg	2	(25, 32)	m	295	27	744	744	-90	0	44
30601258@N03	9904076236_533f273220_o.jpg	1	(25, 32)	f	175	524	1039	1039	-70	0	77
30601258@N03	9096734982_fe46322f92_o.jpg	5	(25, 32)	f	1029	165	861	861	-95	45	165
30601258@N03	9096734982_fe46322f92_o.jpg	8	(25, 32)	m	723	1461	797	797	-90	0	94
30601258@N03	9096734982_fe46322f92_o.jpg	2	(25, 32)	m	777	788	682	683	-85	0	54
30601258@N03	9731068591_f8e582793c_o.jpg	2	(25, 32)	m	136	120	757	757	-90	0	73
30601258@N03	9350531582_6e5baf9f4a_o.jpg	2	(25, 32)	m	768	698	962	962	-100	30	133
30601258@N03	9159856147_f7812a8085_o.jpg	2	(25, 32)	m	223	85	700	701	-95	0	80
30601258@N03	9921255315_28e5f4fbe7_o.jpg	5	(25, 32)	f	353	976	657	657	-90	30	111
30601258@N03	10588537185_137416d487_o.jpg	2	(25, 32)	m	148	2	780	780	-95	0	119
30601258@N03	9429527993_6d554b7c88_o.jpg	4	(38, 43)	f	1047	900	1032	1033	-100	0	123
30601258@N03	9429611533_62971b8ea6_o.jpg	2	(25, 32)	m	409	127	592	592	-90	0	65
30601258@N03	8816748732_224e9e6b9b_o.jpg	8	(25, 32)	m	1749	309	944	943	-10	30	91
30601258@N03	11438204766_ceeef8c62e_o.jpg	1	(25, 32)	f	1005	1222	644	644	-105	30	154
30601258@N03	10998199784_d96c575a11_o.jpg	5	(25, 32)	f	749	690	586	586	-100	0	151
30601258@N03	9429545129_76db71d998_o.jpg	7	(25, 32)	f	1592	1155	860	861	190	0	82
30601258@N03	9254724385_ff5c51b054_o.jpg	2	(25, 32)	m	1230	266	1549	1549	-15	30	97
30601258@N03	10287414266_d6aa845721_o.jpg	2	(25, 32)	m	115	305	640	640	-90	15	127
30601258@N03	9903982695_5b11e71c9a_o.jpg	5	(25, 32)	f	1769	634	879	880	-10	15	162
30601258@N03	9257479928_9e6ee2a250_o.jpg	2	(25, 32)	m	1268	411	1186	1185	-70	45	87
30601258@N03	8747478077_c451cae706_o.jpg	2	(25, 32)	m	570	64	612	613	-15	0	30
30601258@N03	8747478077_c451cae706_o.jpg	8	(25, 32)	m	244	82	577	577	0	0	62
30601258@N03	11833885123_4d40c87906_o.jpg	2	(25, 32)	m	672	621	669	669	-105	0	86
30601258@N03	11431641535_817d8d4905_o.jpg	2	(25, 32)	m	1150	992	663	663	-5	0	71
30601258@N03	11625296346_6a5d8626a3_o.jpg	2	(25, 32)	m	510	1217	688	689	-75	0	106
30601258@N03	11624525325_b0da5f88e5_o.jpg	2	(25, 32)	m	906	843	619	618	-90	0	60
30601258@N03	9350357390_faf766aa6c_o.jpg	2	(25, 32)	m	1071	635	943	944	-95	15	28
30601258@N03	11045861706_d5616f800c_o.jpg	4	(38, 43)	f	1437	726	618	619	5	0	75
30601258@N03	10424614964_8d2d5c97f3_o.jpg	4	(38, 43)	f	480	131	344	344	0	0	119
30601258@N03	9502690171_fa4455d949_o.jpg	7	(25, 32)	f	889	957	1211	1212	170	15	89
30601258@N03	9502690171_fa4455d949_o.jpg	5	(25, 32)	f	541	1027	1097	1097	170	30	122
30601258@N03	10833164625_07b45a1337_o.jpg	2	(25, 32)	m	101	105	756	756	-85	0	36
30601258@N03	11438071405_fa2e173688_o.jpg	2	(25, 32)	m	1094	401	1530	1530	-80	30	69
30601258@N03	11861945934_a9efd5085b_o.jpg	2	(25, 32)	m	0	186	672	716	15	0	32
30601258@N03	11861945934_a9efd5085b_o.jpg	1	(25, 32)	f	358	309	533	532	0	30	97
30601258@N03	10152940803_5f9503ee3e_o.jpg	2	(25, 32)	m	613	465	1530	1530	-25	0	84
30601258@N03	9548681602_4ef0316251_o.jpg	2	(25, 32)	m	234	154	733	733	-90	30	44
30601258@N03	10453770944_3c2878e2eb_o.jpg	5	(25, 32)	f	623	589	1364	1364	-85	0	70
30601258@N03	9592207880_5c85823168_o.jpg	2	(25, 32)	m	733	101	547	689	0	0	54
30601258@N03	11097061226_41f4e94b0d_o.jpg	2	(25, 32)	m	118	156	716	716	-100	0	41
30601258@N03	11137779465_f32c1f71ea_o.jpg	2	(25, 32)	m	209	208	676	676	-110	45	57
30601258@N03	9731066547_9759893825_o.jpg	2	(25, 32)	m	82	122	808	809	-85	0	57
30601258@N03	10034743796_55690c9aea_o.jpg	2	(25, 32)	m	655	573	943	944	-95	0	61
30601258@N03	10034743796_55690c9aea_o.jpg	9	(25, 32)	m	600	1176	816	816	-80	0	76
30601258@N03	11431599725_3f869b6c03_o.jpg	2	(25, 32)	m	222	358	640	602	-95	0	37
30601258@N03	8693021047_dcd329ecc2_o.jpg	2	(25, 32)	m	410	163	816	797	-90	0	82
30601258@N03	10166452565_6f72215484_o.jpg	5	(25, 32)	f	1783	669	593	593	5	0	94
30601258@N03	10590157735_a7cc7764a5_o.jpg	2	(25, 32)	m	208	176	684	684	-105	30	80
30601258@N03	11137789085_a082ebb64d_o.jpg	2	(25, 32)	m	157	168	729	728	-90	0	44
30601258@N03	9902297806_c4a3efea96_o.jpg	2	(25, 32)	m	318	0	596	503	-75	0	57
30601258@N03	10571039484_33cf68dc86_o.jpg	4	(38, 43)	f	476	3	512	511	-15	0	83
30601258@N03	10438591253_1e5b6bc1ca_o.jpg	1	(25, 32)	f	150	492	588	468	-95	30	40
30601258@N03	10161376494_98db1a71cf_o.jpg	2	(25, 32)	m	105	37	760	760	-85	0	140
30601258@N03	9502626543_b7bda04d68_o.jpg	5	(25, 32)	f	253	436	1524	1524	-90	45	99
30601258@N03	10189241674_f8a01b39a8_o.jpg	5	(25, 32)	f	466	725	861	860	175	30	123
30601258@N03	10189241674_f8a01b39a8_o.jpg	2	(25, 32)	m	1321	976	663	663	190	0	87
30601258@N03	11518645314_ae17025287_o.jpg	2	(25, 32)	m	113	0	880	821	-95	0	26
30601258@N03	9432358226_2a57b4a24d_o.jpg	2	(25, 32)	m	328	1161	1268	1269	-80	0	93
30601258@N03	11707660116_a600794e07_o.jpg	2	(25, 32)	m	1222	800	1549	1549	190	0	108
30601258@N03	11312234636_bcc888b2ce_o.jpg	2	(25, 32)	m	134	0	796	779	-85	0	104
30601258@N03	9350539768_d255c52f65_o.jpg	8	(25, 32)	m	119	717	708	707	0	0	118
30601258@N03	9350539768_d255c52f65_o.jpg	2	(25, 32)	m	2027	637	650	650	-15	30	90
30601258@N03	9350539768_d255c52f65_o.jpg	12	(25, 32)	m	1472	648	638	638	-5	0	123
30601258@N03	11029253373_f567bcc019_o.jpg	2	(25, 32)	m	1421	1601	485	485	185	0	76
30601258@N03	11861923344_55b1f54ff0_o.jpg	2	(25, 32)	m	328	207	632	640	-5	0	90
30601258@N03	11644920293_2e49d6bca6_o.jpg	2	(25, 32)	m	1636	382	1154	1154	-5	0	75
30601258@N03	11562527495_b977909dac_o.jpg	5	(25, 32)	f	1536	1018	510	510	180	0	160
30601258@N03	11562527495_b977909dac_o.jpg	11	(25, 32)	m	664	1053	485	484	165	0	70
30601258@N03	11562527495_b977909dac_o.jpg	2	(25, 32)	m	1254	1152	382	382	175	0	82
30601258@N03	10424721415_2a5ab30b00_o.jpg	2	(25, 32)	m	184	0	704	704	-105	30	94
30601258@N03	10424721415_2a5ab30b00_o.jpg	4	(38, 43)	f	473	357	468	468	-95	0	147
30601258@N03	11518776593_5eb9bf0f75_o.jpg	2	(25, 32)	m	107	0	1076	960	-105	0	53
30601258@N03	11341908724_888bbe9495_o.jpg	1	(25, 32)	f	275	737	682	683	-80	30	90
30601258@N03	11727463854_7a5107e3a0_o.jpg	3	(25, 32)	m	0	109	1479	1530	15	30	98
30601258@N03	11727463854_7a5107e3a0_o.jpg	2	(25, 32)	m	1392	251	1282	1282	-15	0	106
30601258@N03	11727319223_e03a5f84ab_o.jpg	3	(25, 32)	m	417	0	1524	1466	-85	-15	78
30601258@N03	11727319223_e03a5f84ab_o.jpg	2	(25, 32)	m	369	645	1524	1524	-80	-30	43
30601258@N03	9347565181_13832f45f3_o.jpg	2	(25, 32)	m	204	158	844	802	-85	0	24
30601258@N03	10399789333_b862f708bc_o.jpg	1	(25, 32)	f	0	366	1185	1428	-90	0	80
30601258@N03	10943584003_7305f3ea8e_o.jpg	2	(25, 32)	m	119	302	672	658	-95	30	41
30601258@N03	9350527282_55ca630a62_o.jpg	2	(25, 32)	m	1375	560	1020	1021	-10	0	71
30601258@N03	9350475676_fd8960351f_o.jpg	2	(25, 32)	m	105	890	1721	1558	-25	-15	49
30601258@N03	11097073494_5277be93d5_o.jpg	2	(25, 32)	m	64	93	728	729	-85	0	93
30601258@N03	9350604128_a50f3386a6_o.jpg	2	(25, 32)	m	723	109	1281	1282	-70	30	62
30601258@N03	11861806623_c521890f36_o.jpg	2	(25, 32)	m	0	164	661	660	10	0	28
30601258@N03	9674895824_3e25d71123_o.jpg	5	(25, 32)	f	675	457	855	854	-115	30	95
30601258@N03	10408623424_3c371feddd_o.jpg	5	(25, 32)	f	0	455	1458	1728	-95	15	109
30601258@N03	9914279783_b74d155ff5_o.jpg	1	(25, 32)	f	897	1131	1103	1103	-75	-45	87
30601258@N03	9914279783_b74d155ff5_o.jpg	2	(25, 32)	m	851	208	1013	1014	-90	0	69
30601258@N03	10998228263_6581ee96d2_o.jpg	2	(25, 32)	m	1437	471	580	580	-10	0	103
30601258@N03	10998228263_6581ee96d2_o.jpg	5	(25, 32)	f	1020	525	567	568	5	0	118
30601258@N03	11518666873_29a51c3241_o.jpg	1	(25, 32)	f	374	1125	663	663	-85	0	149
30601258@N03	11625272416_6966667c8f_o.jpg	2	(25, 32)	m	164	75	796	796	-90	0	51
30601258@N03	11341825853_ba96564fe3_o.jpg	2	(25, 32)	m	163	157	744	745	-90	0	28
30601258@N03	11529875693_548b2cd662_o.jpg	2	(25, 32)	m	1179	615	790	790	5	0	73
30601258@N03	9347743973_618c44aebd_o.jpg	9	(25, 32)	m	38	833	1963	1615	-90	30	16
30601258@N03	10343016464_d7a027d5d3_o.jpg	2	(25, 32)	m	112	0	772	766	-80	0	58
30601258@N03	11551522024_d2e4f532d5_o.jpg	5	(25, 32)	f	259	319	756	641	-90	0	65
30601258@N03	11551522024_d2e4f532d5_o.jpg	2	(25, 32)	m	226	0	664	644	-105	0	66
30601258@N03	11551526405_b748193e5f_o.jpg	10	(25, 32)	m	729	511	1065	1065	-10	0	113
30601258@N03	11894991903_9189449037_o.jpg	2	(25, 32)	m	932	537	433	433	20	0	31
30601258@N03	11231972195_ccd84c4a2b_o.jpg	5	(25, 32)	f	836	884	427	427	-95	0	71
30601258@N03	11340691045_efaecf3ef8_o.jpg	2	(25, 32)	m	113	50	864	865	-80	0	52
30601258@N03	10165802486_b49cf77cfc_o.jpg	2	(25, 32)	m	1697	301	523	522	10	0	104
30601258@N03	10165802486_b49cf77cfc_o.jpg	1	(25, 32)	f	1381	463	383	383	15	0	143
30601258@N03	10161614623_f9d66eae7e_o.jpg	2	(25, 32)	m	0	32	955	928	-95	0	61
30601258@N03	11137973113_6bd2ed4107_o.jpg	2	(25, 32)	m	139	181	649	649	-85	0	83
30601258@N03	11141242413_d1999b5845_o.jpg	5	(25, 32)	f	890	849	1371	1371	0	0	109
30601258@N03	11141242413_d1999b5845_o.jpg	2	(25, 32)	m	1826	814	644	644	-5	0	126
30601258@N03	9347736083_92e9eedef9_o.jpg	2	(25, 32)	m	465	833	1262	1262	-75	0	62
30601258@N03	10588796453_0e6ea0d69f_o.jpg	2	(25, 32)	m	188	90	852	852	-80	0	22
30601258@N03	10998012786_6b37e24eb2_o.jpg	5	(25, 32)	f	473	102	512	513	10	0	97
30601258@N03	9505502428_f64191b36e_o.jpg	2	(25, 32)	m	2306	1051	656	657	200	0	44
30601258@N03	9505502428_f64191b36e_o.jpg	7	(25, 32)	f	1953	959	510	510	185	30	104
30601258@N03	8748603502_8bdd907203_o.jpg	2	(25, 32)	m	605	106	564	565	-10	0	34
30601258@N03	8748603502_8bdd907203_o.jpg	8	(25, 32)	m	200	123	524	524	0	0	88
30601258@N03	11438150555_d9d32a9174_o.jpg	2	(25, 32)	m	510	159	835	835	10	0	78
30601258@N03	11438150555_d9d32a9174_o.jpg	1	(25, 32)	f	1217	355	740	739	-5	0	145
30601258@N03	9347617785_ca6cbc241e_o.jpg	2	(25, 32)	m	621	1090	587	586	-90	0	66
30601258@N03	11625269026_477c0c4ae5_o.jpg	2	(25, 32)	m	152	120	780	780	-95	30	52
30601258@N03	11097180783_32658e6591_o.jpg	2	(25, 32)	m	11	51	824	824	-95	0	73
30601258@N03	8748603924_4a65ab8c06_o.jpg	8	(25, 32)	m	138	128	660	660	-10	0	85
30601258@N03	10453787764_745de5fce1_o.jpg	7	(25, 32)	f	90	231	480	480	185	0	70
30601258@N03	10795299225_a97782d204_o.jpg	2	(25, 32)	m	128	182	664	664	-115	30	48
30601258@N03	10399658626_9c31b96c5e_o.jpg	1	(25, 32)	f	0	366	1185	1428	-90	0	80
30601258@N03	9257492942_cd74eb4306_o.jpg	5	(25, 32)	f	702	443	1199	1198	-90	0	167
30601258@N03	10517968476_4dde2659e2_o.jpg	2	(25, 32)	m	299	15	776	776	-10	0	42
20254529@N04	9403242891_6f936d313a_o.jpg	13	(25, 32)	f	1611	1141	331	331	165	0	11
20254529@N04	9403242891_6f936d313a_o.jpg	14	(4, 6)	f	1499	1131	262	261	180	30	34
20254529@N04	9406035532_1726ceb3f0_o.jpg	14	(4, 6)	f	1007	1220	255	255	-85	0	52
20254529@N04	9404699772_0b824280f4_o.jpg	15	(60, 100)	f	897	1249	268	268	-95	0	58
20254529@N04	9404699772_0b824280f4_o.jpg	14	(4, 6)	f	1531	970	242	242	-75	0	71
20254529@N04	9404699772_0b824280f4_o.jpg	16	(60, 100)	f	870	1027	242	243	-100	15	78
20254529@N04	9405751374_e9ee92e369_o.jpg	13	(25, 32)	f	1730	1348	262	261	-80	0	61
20254529@N04	9402974953_e26c1a7f8f_o.jpg	17	(4, 6)	f	1107	1391	504	503	190	30	75
20254529@N04	9931547394_c905d9c70f_o.jpg	14	(4, 6)	f	725	653	682	682	0	30	24
20254529@N04	9931547394_c905d9c70f_o.jpg	17	(4, 6)	f	1711	616	612	612	20	0	82
20254529@N04	9405701730_ea7768a169_o.jpg	18	(25, 32)	m	1477	1300	810	810	195	0	41
20254529@N04	9405701730_ea7768a169_o.jpg	16	(60, 100)	f	2585	1278	656	656	180	0	85
20254529@N04	9402955099_e880cbb88f_o.jpg	18	(25, 32)	m	329	125	588	668	-15	30	84
20254529@N04	9402955099_e880cbb88f_o.jpg	13	(25, 32)	f	158	207	525	524	20	0	41
20254529@N04	9402955099_e880cbb88f_o.jpg	19	(25, 32)	f	367	32	180	179	20	0	73
20254529@N04	9402955099_e880cbb88f_o.jpg	20	(25, 32)	f	15	0	137	130	15	45	44
20254529@N04	9931470755_805df0977a_o.jpg	14	(4, 6)	f	967	637	727	727	-10	0	14
20254529@N04	9931470755_805df0977a_o.jpg	17	(4, 6)	f	1647	737	702	702	10	45	70
20254529@N04	9403192941_f5e3d813b8_o.jpg	18	(25, 32)	m	275	27	620	620	0	0	89
20254529@N04	9981731644_d2e6fab97a_o.jpg	14	(4, 6)	f	1136	1684	316	315	0	0	116
20254529@N04	9401719049_9326ea1722_o.jpg	14	(4, 6)	f	1778	854	568	567	180	0	102
20254529@N04	8645701679_8869241ff1_o.jpg	21	(25, 32)	m	612	250	1058	1058	15	15	81
20254529@N04	9981905523_f79203384e_o.jpg	14	(4, 6)	f	304	155	664	664	-5	0	126
20254529@N04	9405889312_24b0909886_o.jpg	14	(4, 6)	f	414	500	1230	1230	-95	0	36
20254529@N04	11528300494_622838698a_o.jpg	18	(25, 32)	m	470	0	720	667	-95	0	152
20254529@N04	11528300494_622838698a_o.jpg	13	(25, 32)	f	523	372	636	588	-90	0	59
20254529@N04	11509488266_5158e7e86a_o.jpg	18	(25, 32)	m	583	211	640	641	-5	0	114
20254529@N04	11509488266_5158e7e86a_o.jpg	13	(25, 32)	f	321	377	516	517	0	0	57
20254529@N04	9404663146_8b4e485eec_o.jpg	22	(60, 100)	m	1313	506	542	542	15	15	49
20254529@N04	9404707942_44f90814c7_o.jpg	18	(25, 32)	m	1683	1388	446	446	160	0	120
20254529@N04	9403276989_8ac3b870b6_o.jpg	14	(4, 6)	f	138	77	776	777	5	0	62
20254529@N04	9403105527_c8b77dc9aa_o.jpg	14	(4, 6)	f	820	1095	704	704	5	0	93
20254529@N04	9931544774_8aac8e124c_o.jpg	17	(4, 6)	f	1604	596	625	624	15	0	64
20254529@N04	9403736445_c721150830_o.jpg	18	(25, 32)	m	381	243	579	588	-25	30	57
20254529@N04	9403736445_c721150830_o.jpg	14	(4, 6)	f	100	398	416	416	5	0	148
20254529@N04	9401932881_8bb1e9ca94_o.jpg	18	(25, 32)	m	187	204	652	652	-80	0	53
20254529@N04	9401932881_8bb1e9ca94_o.jpg	14	(4, 6)	f	648	53	440	441	-100	0	70
20254529@N04	9401904879_5a1a698bcc_o.jpg	14	(4, 6)	f	851	333	804	805	20	-30	54
20254529@N04	9934709753_99753f73e1_o.jpg	14	(4, 6)	f	782	261	1666	1865	-15	15	31
20254529@N04	9402954043_25356787b6_o.jpg	18	(25, 32)	m	309	334	608	583	-10	30	64
20254529@N04	9402954043_25356787b6_o.jpg	13	(25, 32)	f	7	422	524	495	10	0	20
20254529@N04	9404686728_9a3d0c08df_o.jpg	18	(25, 32)	m	337	385	676	575	-90	-30	84
20254529@N04	9404686728_9a3d0c08df_o.jpg	14	(4, 6)	f	720	214	424	425	-85	0	97
20254529@N04	9931703813_fde5befd9f_o.jpg	14	(4, 6)	f	1310	1407	293	293	175	0	153
20254529@N04	9931553723_97155f2aa0_o.jpg	18	(25, 32)	m	30	119	769	768	160	0	126
20254529@N04	9931553723_97155f2aa0_o.jpg	13	(25, 32)	f	800	343	480	608	20	-15	21
20254529@N04	9404682598_6e36c4ae08_o.jpg	18	(25, 32)	m	571	0	608	456	0	0	63
20254529@N04	9404682598_6e36c4ae08_o.jpg	14	(4, 6)	f	547	299	576	576	20	-15	61
20254529@N04	9934714943_96f491ccf7_o.jpg	14	(4, 6)	f	908	564	1358	1358	260	0	153
20254529@N04	9934643594_e73e930c66_o.jpg	18	(25, 32)	m	0	6	609	716	5	0	52
20254529@N04	9934643594_e73e930c66_o.jpg	23	(25, 32)	f	488	288	472	552	-15	30	128
20254529@N04	9406009106_ca30c9145e_o.jpg	14	(4, 6)	f	73	261	1060	1059	5	0	107
20254529@N04	9405927262_f464ee259c_o.jpg	14	(4, 6)	f	884	403	1320	1319	-75	0	40
20254529@N04	9403282125_7a77eacd90_o.jpg	18	(25, 32)	m	215	174	609	608	-100	0	112
20254529@N04	9403150033_040631d6e5_o.jpg	14	(4, 6)	f	1467	913	243	242	-10	0	143
20254529@N04	9931486476_e5b9d19586_o.jpg	14	(4, 6)	f	846	529	886	886	-25	0	12
20254529@N04	9931486476_e5b9d19586_o.jpg	17	(4, 6)	f	1635	728	758	758	10	30	74
20254529@N04	9402980027_e08780e2d5_o.jpg	24	(60, 100)	m	610	112	836	836	10	0	24
